news_id,ticker,date,title,content,source,url,company_name,text,lexicon_score,logistic_score,finbert_score,sentiment_score
000002-20250210-0,000002.SZ,2025-02-10,万科A 2025-02-10 日行情文本摘要,2025-02-10，万科AA股交易日行情记录；开盘价7.39；最高价7.45；最低价7.27；收盘价7.42；成交量1862258；按开盘价计算当日上涨0.41%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,万科A,万科A 2025-02-10 日行情文本摘要 2025-02-10，万科AA股交易日行情记录；开盘价7.39；最高价7.45；最低价7.27；收盘价7.42；成交量1862258；按开盘价计算当日上涨0.41%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000002-20250211-0,000002.SZ,2025-02-11,万科A:关于深铁集团向公司提供股东借款暨关联交易的公告,借贷；关联交易,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202502101642947475.html,万科A,万科A:关于深铁集团向公司提供股东借款暨关联交易的公告 借贷；关联交易,0,0,0,0.0
000002-20250211-1,000002.SZ,2025-02-11,万科A:第二十届董事会第十三次会议决议公告,董事会决议公告,tencent,https://data.eastmoney.com/notices/detail/000002/AN202502101642947473.html,万科A,万科A:第二十届董事会第十三次会议决议公告 董事会决议公告,0,0,0,0.0
000002-20250212-0,000002.SZ,2025-02-12,万科A 2025-02-12 日行情文本摘要,2025-02-12，万科AA股交易日行情记录；开盘价7.25；最高价7.96；最低价7.13；收盘价7.96；成交量3797390；按开盘价计算当日上涨9.79%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,万科A,万科A 2025-02-12 日行情文本摘要 2025-02-12，万科AA股交易日行情记录；开盘价7.25；最高价7.96；最低价7.13；收盘价7.96；成交量3797390；按开盘价计算当日上涨9.79%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000002-20250213-0,000002.SZ,2025-02-13,万科A 2025-02-13 日行情文本摘要,2025-02-13，万科AA股交易日行情记录；开盘价7.79；最高价8.22；最低价7.7；收盘价7.97；成交量5741530；按开盘价计算当日上涨2.31%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,万科A,万科A 2025-02-13 日行情文本摘要 2025-02-13，万科AA股交易日行情记录；开盘价7.79；最高价8.22；最低价7.7；收盘价7.97；成交量5741530；按开盘价计算当日上涨2.31%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000002-20250214-0,000002.SZ,2025-02-14,万科A 2025-02-14 日行情文本摘要,2025-02-14，万科AA股交易日行情记录；开盘价7.93；最高价8.05；最低价7.71；收盘价7.81；成交量2629994；按开盘价计算当日下跌1.51%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,万科A,万科A 2025-02-14 日行情文本摘要 2025-02-14，万科AA股交易日行情记录；开盘价7.93；最高价8.05；最低价7.71；收盘价7.81；成交量2629994；按开盘价计算当日下跌1.51%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000002-20250217-0,000002.SZ,2025-02-17,万科A 2025-02-17 日行情文本摘要,2025-02-17，万科AA股交易日行情记录；开盘价7.75；最高价7.87；最低价7.62；收盘价7.68；成交量2245271；按开盘价计算当日下跌0.90%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,万科A,万科A 2025-02-17 日行情文本摘要 2025-02-17，万科AA股交易日行情记录；开盘价7.75；最高价7.87；最低价7.62；收盘价7.68；成交量2245271；按开盘价计算当日下跌0.90%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000002-20250218-0,000002.SZ,2025-02-18,万科A:万科企业股份有限公司关于行使“20万科02”发行人赎回选择权的第二次提示性公告,其他；赎回提示性公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202502181643210000.html,万科A,万科A:万科企业股份有限公司关于行使“20万科02”发行人赎回选择权的第二次提示性公告 其他；赎回提示性公告,0,0,0,0.0
000002-20250218-1,000002.SZ,2025-02-18,万科A:中信证券股份有限公司关于万科企业股份有限公司公司债券临时受托管理事务报告,其他；受托管理事务临时报告,tencent,https://data.eastmoney.com/notices/detail/000002/AN202502181643210001.html,万科A,万科A:中信证券股份有限公司关于万科企业股份有限公司公司债券临时受托管理事务报告 其他；受托管理事务临时报告,0,0,0,0.0
000002-20250219-0,000002.SZ,2025-02-19,万科A:关于投资设立万新金石(厦门)住房租赁基金的公告,投资设立公司,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202502181643209160.html,万科A,万科A:关于投资设立万新金石(厦门)住房租赁基金的公告 投资设立公司,0,0,0,0.0
000002-20250220-0,000002.SZ,2025-02-20,万科A 2025-02-20 日行情文本摘要,2025-02-20，万科AA股交易日行情记录；开盘价7.59；最高价7.6；最低价7.49；收盘价7.52；成交量1370247；按开盘价计算当日下跌0.92%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,万科A,万科A 2025-02-20 日行情文本摘要 2025-02-20，万科AA股交易日行情记录；开盘价7.59；最高价7.6；最低价7.49；收盘价7.52；成交量1370247；按开盘价计算当日下跌0.92%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000002-20250221-0,000002.SZ,2025-02-21,万科A 2025-02-21 日行情文本摘要,2025-02-21，万科AA股交易日行情记录；开盘价7.53；最高价7.73；最低价7.49；收盘价7.62；成交量1935129；按开盘价计算当日上涨1.20%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,万科A,万科A 2025-02-21 日行情文本摘要 2025-02-21，万科AA股交易日行情记录；开盘价7.53；最高价7.73；最低价7.49；收盘价7.62；成交量1935129；按开盘价计算当日上涨1.20%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000002-20250222-0,000002.SZ,2025-02-22,万科A:境内同步披露公告,其他,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202502211643366202.html,万科A,万科A:境内同步披露公告 其他,0,0,0,0.0
000002-20250222-1,000002.SZ,2025-02-22,万科A:关于深铁集团向公司提供42亿元借款暨关联交易的公告,借贷；关联交易,nan,https://data.eastmoney.com/notices/detail/000002/AN202502211643366204.html,万科A,万科A:关于深铁集团向公司提供42亿元借款暨关联交易的公告 借贷；关联交易,0,0,0,0.0
000002-20250222-2,000002.SZ,2025-02-22,万科A:第二十届董事会第十四次会议决议公告,董事会决议公告,nan,https://data.eastmoney.com/notices/detail/000002/AN202502211643366203.html,万科A,万科A:第二十届董事会第十四次会议决议公告 董事会决议公告,0,0,0,0.0
000002-20250224-0,000002.SZ,2025-02-24,万科A 2025-02-24 日行情文本摘要,2025-02-24，万科AA股交易日行情记录；开盘价7.66；最高价8.07；最低价7.66；收盘价7.82；成交量3175918；按开盘价计算当日上涨2.09%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,万科A,万科A 2025-02-24 日行情文本摘要 2025-02-24，万科AA股交易日行情记录；开盘价7.66；最高价8.07；最低价7.66；收盘价7.82；成交量3175918；按开盘价计算当日上涨2.09%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000002-20250225-0,000002.SZ,2025-02-25,万科A 2025-02-25 日行情文本摘要,2025-02-25，万科AA股交易日行情记录；开盘价7.75；最高价7.86；最低价7.67；收盘价7.68；成交量1771480；按开盘价计算当日下跌0.90%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,万科A,万科A 2025-02-25 日行情文本摘要 2025-02-25，万科AA股交易日行情记录；开盘价7.75；最高价7.86；最低价7.67；收盘价7.68；成交量1771480；按开盘价计算当日下跌0.90%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000002-20250226-0,000002.SZ,2025-02-26,万科A 2025-02-26 日行情文本摘要,2025-02-26，万科AA股交易日行情记录；开盘价7.71；最高价7.86；最低价7.7；收盘价7.84；成交量1941436；按开盘价计算当日上涨1.69%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,万科A,万科A 2025-02-26 日行情文本摘要 2025-02-26，万科AA股交易日行情记录；开盘价7.71；最高价7.86；最低价7.7；收盘价7.84；成交量1941436；按开盘价计算当日上涨1.69%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000002-20250227-0,000002.SZ,2025-02-27,万科A 2025-02-27 日行情文本摘要,2025-02-27，万科AA股交易日行情记录；开盘价7.78；最高价7.89；最低价7.74；收盘价7.81；成交量1715773；按开盘价计算当日上涨0.39%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,万科A,万科A 2025-02-27 日行情文本摘要 2025-02-27，万科AA股交易日行情记录；开盘价7.78；最高价7.89；最低价7.74；收盘价7.81；成交量1715773；按开盘价计算当日上涨0.39%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000002-20250228-0,000002.SZ,2025-02-28,万科A:万科企业股份有限公司2022年面向专业投资者公开发行公司债券(第一期)(品种一)本息兑付暨摘牌公告,其他；摘牌公告；一般兑付公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202502281643609129.html,万科A,万科A:万科企业股份有限公司2022年面向专业投资者公开发行公司债券(第一期)(品种一)本息兑付暨摘牌公告 其他；摘牌公告；一般兑付公告,0,0,0,0.0
000002-20250228-1,000002.SZ,2025-02-28,万科A:万科企业股份有限公司2022年面向专业投资者公开发行公司债券(第一期)(品种二)2025年付息公告,其他；一般付息公告,tencent,https://data.eastmoney.com/notices/detail/000002/AN202502281643609128.html,万科A,万科A:万科企业股份有限公司2022年面向专业投资者公开发行公司债券(第一期)(品种二)2025年付息公告 其他；一般付息公告,0,0,0,0.0
000002-20250303-0,000002.SZ,2025-03-03,万科A:万科企业股份有限公司关于行使“20万科02”公司债券发行人赎回选择权的第三次提示性公告,其他；赎回提示性公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202503031644007576.html,万科A,万科A:万科企业股份有限公司关于行使“20万科02”公司债券发行人赎回选择权的第三次提示性公告 其他；赎回提示性公告,0,0,0,0.0
000002-20250304-0,000002.SZ,2025-03-04,万科A:关于按照《香港上市规则》公布2025年2月证券变动月报表的公告,其他,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202503031644007208.html,万科A,万科A:关于按照《香港上市规则》公布2025年2月证券变动月报表的公告 其他,0,0,0,0.0
